Symbol,Sentimental
A,0.06107973110689139
AAPL,0.07005924917592854
ABBV,0.05011236929528377
ABNB,0.11974630710137957
ABT,0.0406140350877193
ACGL,0.05011236929528377
ACN,0.05011236929528377
ADBE,0.12768964430818533
ADI,-0.01409460678210676
ADM,0.05011236929528377
ADP,0.06312377467062961
ADSK,0.025739357864357867
AEE,0.05011236929528377
AEP,0.15628950216450216
AES,0.10752688109706235
AFL,0.05011236929528377
AIG,0.05011236929528377
AIZ,0.05011236929528377
AJG,0.05011236929528377
AKAM,0.05011236929528377
ALB,0.08547536375661376
ALGN,0.05011236929528377
ALL,0.06749126042368295
ALLE,0.06757616019355651
AMAT,0.1212417760279159
AMCR,0.05011236929528377
AMD,0.06954639113813832
AME,0.05011236929528377
AMGN,0.03483746663222253
AMP,0.016296154455453245
AMT,-0.027575137281019634
AMZN,0.05776027101124196
ANET,0.08394214616901494
AON,0.04530181553140738
AOS,0.05011236929528377
APA,0.09836265586265583
APD,0.05011236929528377
APH,0.09723809523809525
APO,0.14784219748505464
APP,0.0792721645054166
APTV,0.05011236929528377
ARE,0.0782727909905033
ATO,0.05011236929528377
AVB,0.05011236929528377
AVGO,0.10624310802459906
AVY,0.05011236929528377
AWK,0.05011236929528377
AXON,0.13899786324786326
AXP,0.05011236929528377
AZO,0.05011236929528377
BA,0.12869898976651029
BAC,0.13806186868686868
BALL,0.04709645672976334
BAX,0.06101190476190476
BBY,0.0389101289866596
BDX,0.05011236929528377
BEN,-0.02805895653041694
BF-B,0.1875
BG,0.024999999999999984
BIIB,0.05011236929528377
BK,0.22358526946471746
BKNG,0.07404761904761906
BKR,0.012499999999999992
BLDR,0.020000000000000004
BLK,0.05011236929528377
BMY,0.10981006207196685
BR,0.04189495555437584
BRK-B,0.01896816381263387
BRO,0.0630716849990948
BSX,0.05011236929528377
BX,-0.6
BXP,0.014336273179556758
C,0.0681594276801915
CAG,0.05011236929528377
CAH,0.05011236929528377
CARR,0.05765473787663137
CAT,0.012844474229365403
CB,0.10586469027687033
CBOE,-0.036250296925296924
CBRE,0.08113237639553429
CCI,0.24872685185185184
CCL,0.14854574614615396
CDNS,0.03141525141525142
CDW,0.05011236929528377
CEG,0.22464545454545454
CF,0.12510926573426573
CFG,0.05011236929528377
CHD,0.2199018959435626
CHRW,0.05011236929528377
CHTR,0.20833333333333334
CI,0.21750349263621047
CINF,0.05011236929528377
CL,0.07925675315908595
CLX,0.05011236929528377
CMCSA,0.13914058164058163
CME,0.0787416808728537
CMG,0.19494593699388688
CMI,0.05011236929528377
CMS,0.05688177496174116
CNC,0.14378598484848487
CNP,0.05011236929528377
COF,0.045625000000000034
COIN,0.08547487869179599
COO,0.08606007309769065
COP,0.08480434446505877
COR,0.325
COST,0.05606115260830262
CPAY,0.05011236929528377
CPB,0.03272357723577235
CPRT,0.025739357864357867
CPT,0.12666666666666665
CRL,-0.2029761904761905
CRM,0.029690321460604227
CRWD,0.09385830795062716
CSCO,-0.07559440580477471
CSGP,0.05011236929528377
CSX,0.15208553791887128
CTAS,0.020001889644746786
CTRA,0.13733175914994097
CTSH,0.05011236929528377
CTVA,0.05011236929528377
CVS,0.10157697436745959
CVX,-0.17121769162210337
D,0.0830105625013846
DAL,0.08412797860352209
DASH,0.051452970258158946
DAY,0.06997404738525911
DD,0.06924178830599056
DDOG,0.030122036693465245
DE,0.06849365000971502
DECK,0.09118637735619042
DELL,0.11211938542545873
DG,0.06184187702148995
DGX,0.1132886557886558
DHI,0.0009500357054148083
DHR,0.05011236929528377
DIS,0.03233433856671608
DLR,0.09723809523809525
DLTR,0.0770954316686024
DOC,0.06697554478412933
DOV,0.04153282828282828
DOW,0.02403984542739327
DPZ,0.05720470006184291
DRI,0.06722161590641267
DTE,0.001316951288442183
DUK,0.11231113398796323
DVA,0.05011236929528377
DVN,0.05011236929528377
DXCM,0.26935690943043883
EA,-0.1376094041639218
EBAY,-0.2650247148684649
ECL,0.05011236929528377
ED,0.08414994714850488
EFX,0.05011236929528377
EG,0.2238759297520661
EIX,0.015784832451499118
EL,0.06045777585792286
ELV,0.0387937473023004
EME,0.05011236929528377
EMN,0.05011236929528377
EMR,0.03862121212121211
EOG,0.16629629629629633
EPAM,0.05011236929528377
EQIX,0.09723809523809525
EQR,0.05011236929528377
EQT,0.18404234654234655
ERIE,0.05011236929528377
ES,0.09294460104022711
ESS,0.05011236929528377
ETN,0.1679952380952381
ETR,-0.06401515151515151
EVRG,0.05011236929528377
EW,0.11381228923010692
EXC,0.05011236929528377
EXE,0.025487012987013
EXPD,0.05011236929528377
EXPE,0.04902338811613113
EXR,0.05011236929528377
F,0.05569017354363802
FANG,0.07026266061980349
FAST,0.07081869859975723
FCX,0.08079491415017731
FDS,-0.060566482631700023
FDX,0.05011236929528377
FE,0.10245954080243153
FFIV,0.05011236929528377
FI,0.21462113309876116
FICO,0.05011236929528377
FIS,0.08750575790946605
FITB,0.05011236929528377
FOX,0.032729243044893795
FOXA,0.08142609126984127
FRT,0.05011236929528377
FSLR,0.1025484019748089
FTNT,0.15773809523809526
FTV,0.05011236929528377
GD,0.05011236929528377
GDDY,0.05011236929528377
GE,0.10052671807359308
GEHC,0.05011236929528377
GEN,0.09155750101322065
GEV,0.4
GILD,0.05011236929528377
GIS,0.23863636363636365
GL,0.07650269502161264
GLW,0.03409090909090909
GM,0.07694247557644651
GNRC,0.05011236929528377
GOOG,0.06253929645618464
GOOGL,0.08044581651552218
GPC,0.03862121212121211
GPN,0.05011236929528377
GRMN,0.08560606060606062
GS,0.2064197042442929
GWW,0.05011236929528377
HAL,0.012499999999999992
HAS,0.08062388327700802
HBAN,0.05011236929528377
HCA,0.4599323062558357
HD,-0.022144550741685785
HIG,0.05011236929528377
HII,0.01371527777777777
HLT,0.05011236929528377
HOLX,0.05011236929528377
HON,-0.022809325750502225
HOOD,0.07744026829272427
HPE,0.03872590451065313
HPQ,0.03697916666666667
HRL,0.05011236929528377
HSIC,0.05011236929528377
HST,0.10827474817268347
HSY,0.020833333333333336
HUBB,0.05011236929528377
HUM,0.08154761904761905
HWM,0.05011236929528377
IBKR,0.07579014467387914
IBM,0.06907580127033247
ICE,0.04684525759511831
IDXX,0.05011236929528377
IEX,0.05011236929528377
IFF,0.006220238095238091
INCY,0.05011236929528377
INTC,0.04741555278641387
INTU,0.1085490021374276
INVH,0.05011236929528377
IP,0.088682874857992
IPG,0.05011236929528377
IQV,0.12166666666666667
IR,0.06895016984061289
IRM,0.05011236929528377
ISRG,0.14682539682539683
IT,0.07360590063038855
ITW,0.05011236929528377
IVZ,0.05011236929528377
J,0.07893677947330738
JBHT,0.05011236929528377
JBL,0.05011236929528377
JCI,0.05011236929528377
JKHY,0.05011236929528377
JNJ,0.04017684986742869
JPM,-0.007643168355978274
K,0.0762206209514356
KDP,0.05011236929528377
KEY,0.06388671540302186
KEYS,0.06388325849171611
KHC,-0.13333333333333333
KIM,0.053910290539766405
KKR,0.23833333333333334
KLAC,0.05011236929528377
KMB,0.05011236929528377
KMI,-0.04641472868217056
KMX,-0.05795454545454545
KO,0.049724749004389175
KR,0.0837420255183413
KVUE,0.026815776815776824
L,0.0803328277748457
LDOS,0.05011236929528377
LEN,0.01495094131314701
LH,0.15499999999999997
LHX,0.5850295316385742
LII,0.05011236929528377
LIN,0.05011236929528377
LKQ,0.2875
LLY,0.11953354422866867
LMT,0.1884808321308321
LNT,0.05011236929528377
LOW,0.07143032207953
LRCX,0.03188377192982456
LULU,0.09486076367988411
LUV,0.006669058051897778
LVS,0.05011236929528377
LW,0.07295274170274171
LYB,0.05166666666666667
LYV,0.08409090909090909
MA,0.18810672941728987
MAA,0.05011236929528377
MAR,0.07176616482073536
MAS,0.08248647186147187
MCD,0.07701311346062699
MCHP,0.05011236929528377
MCK,0.05011236929528377
MCO,0.12464466089466092
MDLZ,-0.052852049910873444
MDT,-0.0003427308802308918
MET,0.04849809007778585
META,0.08281819699647107
MGM,0.11566449464886965
MHK,0.05011236929528377
MKC,0.05011236929528377
MLM,0.02504552325980897
MMC,0.05011236929528377
MMM,0.10474442224442224
MNST,0.12115384615384615
MO,0.11310620060095918
MOH,0.09444444444444444
MOS,0.1718253968253968
MPC,0.16656299840510366
MPWR,0.05011236929528377
MRK,0.06031196316910603
MRNA,0.02025685291235626
MS,0.03315512486251123
MSCI,0.07881790458996342
MSFT,0.03979084615319825
MSI,0.08850446428571429
MTB,0.05011236929528377
MTCH,0.05011236929528377
MTD,0.07910131230854915
MU,0.20656885077991569
NCLH,0.05632183908045976
NDAQ,0.05011236929528377
NDSN,0.05011236929528377
NEE,0.17910697887970614
NEM,0.07733170995670995
NFLX,0.10746015818033929
NI,0.1875060125060125
NKE,0.09313641253038009
NOC,0.33371212121212124
NOW,0.06992480905552849
NRG,0.0566247146085421
NSC,0.05011236929528377
NTAP,0.05011236929528377
NTRS,0.11700660450660454
NUE,0.05887461897077283
NVDA,0.06169318010737502
NVR,0.019729225023342678
NWS,-0.04824675324675323
NWSA,0.05011236929528377
NXPI,0.05011236929528377
O,0.050631443106188556
ODFL,0.05011236929528377
OKE,0.08328149920255183
OMC,0.35
ON,0.07362802179996086
ORCL,0.09290201680461478
ORLY,0.07494460234642446
OTIS,-0.00044701945564013776
OXY,0.06988429155784529
PANW,0.10726204330779347
PAYC,0.05011236929528377
PAYX,0.05011236929528377
PCAR,0.05011236929528377
PCG,0.01638007054673722
PEG,0.023761719545772324
PEP,0.07962962962962962
PFE,0.051107426456327563
PFG,0.05011236929528377
PG,0.0832831159081159
PGR,-0.6999999999999998
PH,0.07168650804223473
PHM,0.07161931818181819
PKG,0.05011236929528377
PLD,0.05810189810189808
PLTR,0.044114225628165284
PM,0.06381362673800967
PNC,0.05011236929528377
PNR,0.05011236929528377
PNW,0.05011236929528377
PODD,0.05011236929528377
POOL,0.051602812324988284
PPG,0.05011236929528377
PPL,0.03834780783016612
PRU,0.05011236929528377
PSA,-0.014045782837163021
PSKY,0.015277123144557002
PSX,0.05011236929528377
PTC,0.05011236929528377
PWR,0.03448826500297089
PYPL,0.05566561197622619
QCOM,0.047448378874732036
RCL,0.11286937451734688
REG,0.022839246901546404
REGN,-0.08958333333333332
RF,0.1186334483895031
RJF,0.05011236929528377
RL,0.10643483946608945
RMD,0.05011236929528377
ROK,0.05011236929528377
ROL,0.05011236929528377
ROP,0.17314814814814816
ROST,0.1174151334776335
RSG,0.05011236929528377
RTX,0.11247195485220686
RVTY,0.05011236929528377
SBAC,0.05011236929528377
SBUX,0.05335692145394898
SCHW,0.046975821797250364
SHW,-0.04880952380952381
SJM,0.05011236929528377
SLB,0.012499999999999992
SMCI,0.08724048079382045
SNA,0.05011236929528377
SNPS,-0.0013011063011062983
SO,0.0810480345210982
SOLV,0.0758910411730809
SPG,0.0029874213836478
SPGI,0.05011236929528377
SRE,0.05011236929528377
STE,-0.042552511264245946
STLD,0.07608257127487898
STT,0.05011236929528377
STX,0.05011236929528377
STZ,0.031057592528536848
SW,0.02724274450039757
SWK,0.05011236929528377
SWKS,0.05011236929528377
SYF,0.05011236929528377
SYK,0.05011236929528377
SYY,0.05011236929528377
T,0.05078755730398212
TAP,0.06506050881572913
TDG,0.05011236929528377
TDY,0.10343306009272395
TECH,0.06887083459834535
TEL,0.05011236929528377
TER,-0.06885572664883009
TFC,0.05011236929528377
TGT,0.024230282110522146
TJX,0.17337950730623145
TKO,0.41093749999999996
TMO,0.1
TMUS,0.060714285714285714
TPL,0.1294532627865961
TPR,0.05011236929528377
TRGP,0.05011236929528377
TRMB,0.05011236929528377
TROW,0.09469885187276494
TRV,0.05011236929528377
TSCO,0.05011236929528377
TSLA,0.03990323834957214
TSN,0.12516637057910646
TT,0.03061763299122848
TTD,0.13074006443295083
TTWO,0.07862918137129263
TXN,0.30000000000000004
TXT,0.08128086272387744
TYL,0.05011236929528377
UAL,0.035289622251239106
UBER,0.08230254645956894
UDR,0.05011236929528377
UHS,0.07019866711037345
ULTA,0.06747132034632033
UNH,0.034219593881202374
UNP,-0.02090909090909091
UPS,0.08082022916549865
URI,-0.012181577681577675
USB,0.043488603233501205
V,0.04929636317468127
VICI,0.14623015873015874
VLO,0.0008771321271321258
VLTO,0.05011236929528377
VMC,0.05011236929528377
VRSK,0.05011236929528377
VRSN,0.05011236929528377
VRTX,0.12864576636235053
VST,0.06123063821586108
VTR,0.05011236929528377
VTRS,0.009183673469387758
VZ,0.025278829357776724
WAB,0.05011236929528377
WAT,0.09277561327561328
WBD,0.029132604460895686
WDAY,0.11402473509431639
WDC,0.013991989491989496
WEC,0.11700660450660454
WELL,0.0907719008264108
WFC,0.0797706907787553
WM,0.029154761904761916
WMB,0.16656299840510366
WMT,0.1810164122534486
WRB,0.05011236929528377
WSM,0.05011236929528377
WST,0.05011236929528377
WTW,0.05011236929528377
WY,0.04069706808343173
WYNN,0.1787037037037037
XEL,0.12222222222222219
XOM,0.11698830409356725
XYL,0.05011236929528377
XYZ,0.17380381711200676
YUM,0.039995543672014265
ZBH,0.05011236929528377
ZBRA,0.05011236929528377
ZTS,0.05011236929528377
